method	path	tree	basis	tags	operationId
POST	/api/v1/pki/ca/{caId}/import-certificate	core	source	PKI Certificate Authorities	importCertificateAuthorityCertificate
POST	/api/v1/pki/ca/{caId}/renew	core	source	PKI Certificate Authorities	renewCertificateAuthority
POST	/api/v1/pki/ca/{caId}/sign-intermediate	core	source	PKI Certificate Authorities	signIntermediateCertificateAuthority
POST	/api/v1/pki/certificate-profiles	core	source	PKI Certificate Profiles	
GET	/api/v1/pki/certificate-profiles	core	source	PKI Certificate Profiles	
GET	/api/v1/pki/certificate-profiles/slug/{slug}	core	source	PKI Certificate Profiles	
GET	/api/v1/pki/certificate-profiles/{id}	core	source	PKI Certificate Profiles	
PATCH	/api/v1/pki/certificate-profiles/{id}	core	source	PKI Certificate Profiles	
DELETE	/api/v1/pki/certificate-profiles/{id}	core	source	PKI Certificate Profiles	
GET	/api/v1/pki/certificate-profiles/{id}/acme/eab-secret/reveal	core	source	PKI Certificate Profiles	
GET	/api/v1/pki/certificate-profiles/{id}/certificates	core	source	PKI Certificate Profiles	
GET	/api/v1/pki/certificate-profiles/{id}/certificates/latest-active-bundle	core	source	PKI Certificate Profiles	
POST	/api/v1/pki/certificate-templates	core	source	PKI Certificate Templates	
GET	/api/v1/pki/certificate-templates/{certificateTemplateId}	core	source	PKI Certificate Templates	
PATCH	/api/v1/pki/certificate-templates/{certificateTemplateId}	core	source	PKI Certificate Templates	
DELETE	/api/v1/pki/certificate-templates/{certificateTemplateId}	core	source	PKI Certificate Templates	
POST	/api/v1/pki/certificate-templates/{certificateTemplateId}/est-config	core	source	PKI Certificate Templates	
PATCH	/api/v1/pki/certificate-templates/{certificateTemplateId}/est-config	core	source	PKI Certificate Templates	
GET	/api/v1/pki/certificate-templates/{certificateTemplateId}/est-config	core	source	PKI Certificate Templates	
POST	/api/v1/pki/certificates/import-certificate	core	source	PKI Certificates	
POST	/api/v1/pki/certificates/issue-certificate	core	source	PKI Certificates	
POST	/api/v1/pki/certificates/sign-certificate	core	source	PKI Certificates	
GET	/api/v1/pki/certificates/{serialNumber}	core	source	PKI Certificates	
DELETE	/api/v1/pki/certificates/{serialNumber}	core	source	PKI Certificates	
GET	/api/v1/pki/certificates/{serialNumber}/bundle	core	source	PKI Certificates	
GET	/api/v1/pki/certificates/{serialNumber}/certificate	core	source	PKI Certificates	
GET	/api/v1/pki/certificates/{serialNumber}/private-key	core	source	PKI Certificates	
POST	/api/v1/pki/certificates/{serialNumber}/revoke	core	source	PKI Certificates	
POST	/api/v1/pki/collections	core	source	PKI Certificate Collections	
GET	/api/v1/pki/collections/{collectionId}	core	source	PKI Certificate Collections	getPkiCollection
PATCH	/api/v1/pki/collections/{collectionId}	core	source	PKI Certificate Collections	updatePkiCollection
DELETE	/api/v1/pki/collections/{collectionId}	core	source	PKI Certificate Collections	deletePkiCollection
GET	/api/v1/pki/collections/{collectionId}/items	core	source	PKI Certificate Collections	listPkiCollectionItems
POST	/api/v1/pki/collections/{collectionId}/items	core	source	PKI Certificate Collections	addItemToPkiCollection
DELETE	/api/v1/pki/collections/{collectionId}/items/{collectionItemId}	core	source	PKI Certificate Collections	removeItemFromPkiCollection
POST	/api/v1/pki/subscribers	core	source	PKI Subscribers	createPkiSubscriber
GET	/api/v1/pki/subscribers/{subscriberName}	core	source	PKI Subscribers	getPkiSubscriber
PATCH	/api/v1/pki/subscribers/{subscriberName}	core	source	PKI Subscribers	updatePkiSubscriber
DELETE	/api/v1/pki/subscribers/{subscriberName}	core	source	PKI Subscribers	
GET	/api/v1/pki/subscribers/{subscriberName}/certificates	core	source	PKI Subscribers	listPkiSubscriberCertificates
POST	/api/v1/pki/subscribers/{subscriberName}/issue-certificate	core	source	PKI Subscribers	issuePkiSubscriberCertificate
GET	/api/v1/pki/subscribers/{subscriberName}/latest-certificate-bundle	core	source	PKI Subscribers	getPkiSubscriberLatestCertificateBundle
POST	/api/v1/pki/subscribers/{subscriberName}/order-certificate	core	source	PKI Subscribers	orderPkiSubscriberCertificate
POST	/api/v1/pki/subscribers/{subscriberName}/sign-certificate	core	source	PKI Subscribers	signPkiSubscriberCertificate
GET	/api/v1/pki/syncs	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/aws-certificate-manager	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/aws-certificate-manager	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/aws-certificate-manager/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/aws-certificate-manager/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/aws-certificate-manager/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/aws-certificate-manager/{pkiSyncId}/remove-certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/aws-certificate-manager/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/aws-elastic-load-balancer	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/aws-elastic-load-balancer	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/aws-elastic-load-balancer/listeners	core	source		
GET	/api/v1/pki/syncs/aws-elastic-load-balancer/load-balancers	core	source		
GET	/api/v1/pki/syncs/aws-elastic-load-balancer/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/aws-elastic-load-balancer/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/aws-elastic-load-balancer/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/aws-elastic-load-balancer/{pkiSyncId}/certificates/default	core	source		
DELETE	/api/v1/pki/syncs/aws-elastic-load-balancer/{pkiSyncId}/certificates/default	core	source		
POST	/api/v1/pki/syncs/aws-elastic-load-balancer/{pkiSyncId}/remove-certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/aws-elastic-load-balancer/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/aws-secrets-manager	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/aws-secrets-manager	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/aws-secrets-manager/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/aws-secrets-manager/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/aws-secrets-manager/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/aws-secrets-manager/{pkiSyncId}/remove-certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/aws-secrets-manager/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/azure-key-vault	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/azure-key-vault	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/azure-key-vault/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/azure-key-vault/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/azure-key-vault/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/azure-key-vault/{pkiSyncId}/remove-certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/azure-key-vault/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/chef	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/chef	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/chef/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/chef/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/chef/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/chef/{pkiSyncId}/remove-certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/chef/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/cloudflare-custom-certificate	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/cloudflare-custom-certificate	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/cloudflare-custom-certificate/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/cloudflare-custom-certificate/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/cloudflare-custom-certificate/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/cloudflare-custom-certificate/{pkiSyncId}/remove-certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/cloudflare-custom-certificate/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/f5-big-ip	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/f5-big-ip	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/f5-big-ip/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/f5-big-ip/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/f5-big-ip/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/f5-big-ip/{pkiSyncId}/remove-certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/f5-big-ip/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/kemp-loadmaster	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/kemp-loadmaster	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/kemp-loadmaster/virtual-services	core	source		
GET	/api/v1/pki/syncs/kemp-loadmaster/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/kemp-loadmaster/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/kemp-loadmaster/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/kemp-loadmaster/{pkiSyncId}/remove-certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/kemp-loadmaster/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/linux-server	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/linux-server	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/linux-server/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/linux-server/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/linux-server/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/linux-server/{pkiSyncId}/remove-certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/linux-server/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/netscaler	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/netscaler	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/netscaler/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/netscaler/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/netscaler/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/netscaler/{pkiSyncId}/remove-certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/netscaler/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/nutanix-prism-central	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/nutanix-prism-central	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/nutanix-prism-central/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/nutanix-prism-central/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/nutanix-prism-central/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/nutanix-prism-central/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/options	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/windows-server	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/windows-server	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/windows-server/{pkiSyncId}	core	source	PKI Syncs	
PATCH	/api/v1/pki/syncs/windows-server/{pkiSyncId}	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/windows-server/{pkiSyncId}	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/windows-server/{pkiSyncId}/remove-certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/windows-server/{pkiSyncId}/sync	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/{pkiSyncId}	core	source	PKI Syncs	
GET	/api/v1/pki/syncs/{pkiSyncId}/certificates	core	source	PKI Syncs	
POST	/api/v1/pki/syncs/{pkiSyncId}/certificates	core	source	PKI Syncs	
DELETE	/api/v1/pki/syncs/{pkiSyncId}/certificates	core	source	PKI Syncs	
GET	/api/v1/project-templates	ee	source	Project Templates	
POST	/api/v1/project-templates	ee	source	Project Templates	
GET	/api/v1/project-templates/{templateId}	ee	source	Project Templates	
PATCH	/api/v1/project-templates/{templateId}	ee	source	Project Templates	
DELETE	/api/v1/project-templates/{templateId}	ee	source	Project Templates	
POST	/api/v1/projects	core	source	Projects	createProject
GET	/api/v1/projects	core	source	Projects	listProjects
GET	/api/v1/projects/identity-memberships/{identityMembershipId}	core	source	Project Identities	
GET	/api/v1/projects/roles/{roleId}	ee	source	Project Roles	
GET	/api/v1/projects/slug/{slug}	core	source	Projects	getProjectBySlug
GET	/api/v1/projects/{projectId}	core	source	Projects	getProjectById
DELETE	/api/v1/projects/{projectId}	core	source	Projects	deleteProject
PATCH	/api/v1/projects/{projectId}	core	source	Projects	updateProject
GET	/api/v1/projects/{projectId}/authorizations	core	source	Integrations	listProjectIntegrationAuthorizations
GET	/api/v1/projects/{projectId}/cas	core	source	PKI Certificate Authorities	listProjectCertificateAuthorities
GET	/api/v1/projects/{projectId}/certificate-templates	core	source	PKI Certificate Templates	listProjectCertificateTemplates
POST	/api/v1/projects/{projectId}/certificates/search	core	source	PKI Certificates	searchProjectCertificates
POST	/api/v1/projects/{projectId}/environments	core	source	Environments	createEnvironment
GET	/api/v1/projects/{projectId}/environments/slug/{envSlug}	core	source	Environments	getEnvironmentBySlug
GET	/api/v1/projects/{projectId}/environments/{envId}	core	source	Environments	getEnvironmentById
PATCH	/api/v1/projects/{projectId}/environments/{id}	core	source	Environments	updateEnvironment
DELETE	/api/v1/projects/{projectId}/environments/{id}	core	source	Environments	deleteEnvironment
POST	/api/v1/projects/{projectId}/environments/{id}/restore	core	source	Environments	restoreEnvironment
GET	/api/v1/projects/{projectId}/groups	core	source	Project Groups	listProjectGroups
POST	/api/v1/projects/{projectId}/groups/{groupIdOrName}	core	source	Project Groups	addGroupToProject
PATCH	/api/v1/projects/{projectId}/groups/{groupId}	core	source	Project Groups	updateProjectGroup
DELETE	/api/v1/projects/{projectId}/groups/{groupId}	core	source	Project Groups	removeGroupFromProject
GET	/api/v1/projects/{projectId}/groups/{groupId}	core	source	Project Groups	getProjectGroup
POST	/api/v1/projects/{projectId}/identities	core	source	Identities	createProjectMachineIdentity
GET	/api/v1/projects/{projectId}/identities	core	source	Identities	listProjectMachineIdentities
PATCH	/api/v1/projects/{projectId}/identities/{identityId}	core	source	Identities	updateProjectMachineIdentity
DELETE	/api/v1/projects/{projectId}/identities/{identityId}	core	source	Identities	deleteProjectMachineIdentity
GET	/api/v1/projects/{projectId}/identities/{identityId}	core	source	Identities	getProjectMachineIdentityById
GET	/api/v1/projects/{projectId}/identity-memberships	core	source	Project Identities	
POST	/api/v1/projects/{projectId}/identity-memberships/{identityId}	core	source	Project Identities	
PATCH	/api/v1/projects/{projectId}/identity-memberships/{identityId}	core	source	Project Identities	
DELETE	/api/v1/projects/{projectId}/identity-memberships/{identityId}	core	source	Project Identities	
GET	/api/v1/projects/{projectId}/identity-memberships/{identityId}	core	source	Project Identities	
GET	/api/v1/projects/{projectId}/integrations	core	source	Integrations	listProjectIntegrations
GET	/api/v1/projects/{projectId}/memberships	core	source	Project Users	
POST	/api/v1/projects/{projectId}/memberships	core	source	Project Users	inviteProjectMembers
DELETE	/api/v1/projects/{projectId}/memberships	core	source	Project Users	removeProjectMembers
GET	/api/v1/projects/{projectId}/memberships/available-identities	core	source	Project Identity Membership	listAvailableProjectIdentities
POST	/api/v1/projects/{projectId}/memberships/details	core	source	Project Users	getProjectMembershipByUsername
GET	/api/v1/projects/{projectId}/memberships/groups	core	source	Project Groups	listProjectGroupMemberships
POST	/api/v1/projects/{projectId}/memberships/groups/{groupId}	core	source	Project Groups	createProjectGroupMembership
GET	/api/v1/projects/{projectId}/memberships/groups/{groupId}	core	source	Project Groups	getProjectGroupMembership
PATCH	/api/v1/projects/{projectId}/memberships/groups/{groupId}	core	source	Project Groups	updateProjectGroupMembership
DELETE	/api/v1/projects/{projectId}/memberships/groups/{groupId}	core	source	Project Groups	removeProjectGroupMembership
GET	/api/v1/projects/{projectId}/memberships/identities	core	source	Project Identity Membership	listProjectIdentityMemberships
POST	/api/v1/projects/{projectId}/memberships/identities/{identityId}	core	source	Project Identities	createProjectIdentityMembership
PATCH	/api/v1/projects/{projectId}/memberships/identities/{identityId}	core	source	Project Identities	updateProjectIdentityMembership
DELETE	/api/v1/projects/{projectId}/memberships/identities/{identityId}	core	source	Project Identities	deleteProjectIdentityMembership
GET	/api/v1/projects/{projectId}/memberships/identities/{identityId}	core	source	Project Identity Membership	getProjectIdentityMembershipById
PATCH	/api/v1/projects/{projectId}/memberships/{membershipId}	core	source	Project Users	updateProjectMembership
GET	/api/v1/projects/{projectId}/pki-alerts	core	source	PKI Alerting	listProjectPkiAlerts
GET	/api/v1/projects/{projectId}/pki-collections	core	source	PKI Certificate Collections	listProjectPkiCollections
GET	/api/v1/projects/{projectId}/pki-subscribers	core	source	PKI Subscribers	listProjectPkiSubscribers
POST	/api/v1/projects/{projectId}/roles	ee	source	Project Roles	
GET	/api/v1/projects/{projectId}/roles	ee	source	Project Roles	
GET	/api/v1/projects/{projectId}/roles/slug/{roleSlug}	ee	source	Project Roles	
PATCH	/api/v1/projects/{projectId}/roles/{roleId}	ee	source	Project Roles	
DELETE	/api/v1/projects/{projectId}/roles/{roleId}	ee	source	Project Roles	
GET	/api/v1/projects/{projectId}/secret-validation-rules	core	source		
POST	/api/v1/projects/{projectId}/secret-validation-rules	core	source		
PATCH	/api/v1/projects/{projectId}/secret-validation-rules/{ruleId}	core	source		
DELETE	/api/v1/projects/{projectId}/secret-validation-rules/{ruleId}	core	source		
GET	/api/v1/projects/{projectId}/tags	core	source	Folders	listSecretTags
POST	/api/v1/projects/{projectId}/tags	core	source	Folders	createSecretTag
GET	/api/v1/projects/{projectId}/tags/slug/{tagSlug}	core	source	Folders	getSecretTagBySlug
GET	/api/v1/projects/{projectId}/tags/{tagId}	core	source	Folders	getSecretTagById
PATCH	/api/v1/projects/{projectId}/tags/{tagId}	core	source	Folders	updateSecretTag
DELETE	/api/v1/projects/{projectId}/tags/{tagId}	core	source	Folders	deleteSecretTag
POST	/api/v1/proxied-services	ee	source	Proxied Services	
GET	/api/v1/proxied-services	ee	source	Proxied Services	
GET	/api/v1/proxied-services/slug/{name}	ee	source	Proxied Services	
GET	/api/v1/proxied-services/{serviceId}	ee	source	Proxied Services	
PATCH	/api/v1/proxied-services/{serviceId}	ee	source	Proxied Services	
DELETE	/api/v1/proxied-services/{serviceId}	ee	source	Proxied Services	
GET	/api/v1/relays	ee	source		getRelays
GET	/api/v1/scim/group-org-role-mappings	core	source	SCIM	listExternalGroupOrgRoleMappings
PUT	/api/v1/scim/group-org-role-mappings	core	source	SCIM	updateExternalGroupOrgRoleMappings
POST	/api/v1/secret-imports	core	source	Secret Imports	
GET	/api/v1/secret-imports	core	source	Secret Imports	
GET	/api/v1/secret-imports/secrets/raw	core	source	Secret Imports	
PATCH	/api/v1/secret-imports/{secretImportId}	core	source	Secret Imports	
DELETE	/api/v1/secret-imports/{secretImportId}	core	source	Secret Imports	
GET	/api/v1/secret-imports/{secretImportId}	core	source	Secret Imports	
GET	/api/v1/secret-syncs	core	source	Secret Syncs	listSecretSyncs
GET	/api/v1/secret-syncs/1password	core	source	Secret Syncs	listOnePasswordSecretSyncs
POST	/api/v1/secret-syncs/1password	core	source	Secret Syncs	createOnePasswordSecretSync
GET	/api/v1/secret-syncs/1password/sync-name/{syncName}	core	source	Secret Syncs	getOnePasswordSecretSyncByName
GET	/api/v1/secret-syncs/1password/{syncId}	core	source	Secret Syncs	getOnePasswordSecretSync
PATCH	/api/v1/secret-syncs/1password/{syncId}	core	source	Secret Syncs	updateOnePasswordSecretSync
DELETE	/api/v1/secret-syncs/1password/{syncId}	core	source	Secret Syncs	deleteOnePasswordSecretSync
POST	/api/v1/secret-syncs/1password/{syncId}/import-secrets	core	source	Secret Syncs	importOnePasswordSecretSyncSecrets
POST	/api/v1/secret-syncs/1password/{syncId}/remove-secrets	core	source	Secret Syncs	removeOnePasswordSecretSyncSecrets
POST	/api/v1/secret-syncs/1password/{syncId}/sync-secrets	core	source	Secret Syncs	syncOnePasswordSecretSync
GET	/api/v1/secret-syncs/aws-parameter-store	core	source	Secret Syncs	listAwsParameterStoreSecretSyncs
POST	/api/v1/secret-syncs/aws-parameter-store	core	source	Secret Syncs	createAwsParameterStoreSecretSync
GET	/api/v1/secret-syncs/aws-parameter-store/sync-name/{syncName}	core	source	Secret Syncs	getAwsParameterStoreSecretSyncByName
GET	/api/v1/secret-syncs/aws-parameter-store/{syncId}	core	source	Secret Syncs	getAwsParameterStoreSecretSync
PATCH	/api/v1/secret-syncs/aws-parameter-store/{syncId}	core	source	Secret Syncs	updateAwsParameterStoreSecretSync
DELETE	/api/v1/secret-syncs/aws-parameter-store/{syncId}	core	source	Secret Syncs	deleteAwsParameterStoreSecretSync
POST	/api/v1/secret-syncs/aws-parameter-store/{syncId}/import-secrets	core	source	Secret Syncs	importAwsParameterStoreSecretSyncSecrets
POST	/api/v1/secret-syncs/aws-parameter-store/{syncId}/remove-secrets	core	source	Secret Syncs	removeAwsParameterStoreSecretSyncSecrets
POST	/api/v1/secret-syncs/aws-parameter-store/{syncId}/sync-secrets	core	source	Secret Syncs	syncAwsParameterStoreSecretSync
GET	/api/v1/secret-syncs/aws-secrets-manager	core	source	Secret Syncs	listAwsSecretsManagerSecretSyncs
POST	/api/v1/secret-syncs/aws-secrets-manager	core	source	Secret Syncs	createAwsSecretsManagerSecretSync
GET	/api/v1/secret-syncs/aws-secrets-manager/sync-name/{syncName}	core	source	Secret Syncs	getAwsSecretsManagerSecretSyncByName
GET	/api/v1/secret-syncs/aws-secrets-manager/{syncId}	core	source	Secret Syncs	getAwsSecretsManagerSecretSync
PATCH	/api/v1/secret-syncs/aws-secrets-manager/{syncId}	core	source	Secret Syncs	updateAwsSecretsManagerSecretSync
DELETE	/api/v1/secret-syncs/aws-secrets-manager/{syncId}	core	source	Secret Syncs	deleteAwsSecretsManagerSecretSync
POST	/api/v1/secret-syncs/aws-secrets-manager/{syncId}/import-secrets	core	source	Secret Syncs	importAwsSecretsManagerSecretSyncSecrets
POST	/api/v1/secret-syncs/aws-secrets-manager/{syncId}/remove-secrets	core	source	Secret Syncs	removeAwsSecretsManagerSecretSyncSecrets
POST	/api/v1/secret-syncs/aws-secrets-manager/{syncId}/sync-secrets	core	source	Secret Syncs	syncAwsSecretsManagerSecretSync
GET	/api/v1/secret-syncs/azure-app-configuration	core	source	Secret Syncs	listAzureAppConfigurationSecretSyncs
POST	/api/v1/secret-syncs/azure-app-configuration	core	source	Secret Syncs	createAzureAppConfigurationSecretSync
GET	/api/v1/secret-syncs/azure-app-configuration/sync-name/{syncName}	core	source	Secret Syncs	getAzureAppConfigurationSecretSyncByName
GET	/api/v1/secret-syncs/azure-app-configuration/{syncId}	core	source	Secret Syncs	getAzureAppConfigurationSecretSync
PATCH	/api/v1/secret-syncs/azure-app-configuration/{syncId}	core	source	Secret Syncs	updateAzureAppConfigurationSecretSync
DELETE	/api/v1/secret-syncs/azure-app-configuration/{syncId}	core	source	Secret Syncs	deleteAzureAppConfigurationSecretSync
POST	/api/v1/secret-syncs/azure-app-configuration/{syncId}/import-secrets	core	source	Secret Syncs	importAzureAppConfigurationSecretSyncSecrets
POST	/api/v1/secret-syncs/azure-app-configuration/{syncId}/remove-secrets	core	source	Secret Syncs	removeAzureAppConfigurationSecretSyncSecrets
POST	/api/v1/secret-syncs/azure-app-configuration/{syncId}/sync-secrets	core	source	Secret Syncs	syncAzureAppConfigurationSecretSync
GET	/api/v1/secret-syncs/azure-devops	core	source	Secret Syncs	listAzureDevopsSecretSyncs
POST	/api/v1/secret-syncs/azure-devops	core	source	Secret Syncs	createAzureDevopsSecretSync
GET	/api/v1/secret-syncs/azure-devops/sync-name/{syncName}	core	source	Secret Syncs	getAzureDevopsSecretSyncByName
GET	/api/v1/secret-syncs/azure-devops/{syncId}	core	source	Secret Syncs	getAzureDevopsSecretSync
PATCH	/api/v1/secret-syncs/azure-devops/{syncId}	core	source	Secret Syncs	updateAzureDevopsSecretSync
DELETE	/api/v1/secret-syncs/azure-devops/{syncId}	core	source	Secret Syncs	deleteAzureDevopsSecretSync
POST	/api/v1/secret-syncs/azure-devops/{syncId}/import-secrets	core	source	Secret Syncs	importAzureDevopsSecretSyncSecrets
POST	/api/v1/secret-syncs/azure-devops/{syncId}/remove-secrets	core	source	Secret Syncs	removeAzureDevopsSecretSyncSecrets
POST	/api/v1/secret-syncs/azure-devops/{syncId}/sync-secrets	core	source	Secret Syncs	syncAzureDevopsSecretSync
GET	/api/v1/secret-syncs/azure-entra-id-scim	core	source	Secret Syncs	listAzureEntraIdScimSecretSyncs
POST	/api/v1/secret-syncs/azure-entra-id-scim	core	source	Secret Syncs	createAzureEntraIdScimSecretSync
GET	/api/v1/secret-syncs/azure-entra-id-scim/sync-name/{syncName}	core	source	Secret Syncs	getAzureEntraIdScimSecretSyncByName
GET	/api/v1/secret-syncs/azure-entra-id-scim/{syncId}	core	source	Secret Syncs	getAzureEntraIdScimSecretSync
PATCH	/api/v1/secret-syncs/azure-entra-id-scim/{syncId}	core	source	Secret Syncs	updateAzureEntraIdScimSecretSync
DELETE	/api/v1/secret-syncs/azure-entra-id-scim/{syncId}	core	source	Secret Syncs	deleteAzureEntraIdScimSecretSync
POST	/api/v1/secret-syncs/azure-entra-id-scim/{syncId}/import-secrets	core	source	Secret Syncs	importAzureEntraIdScimSecretSyncSecrets
POST	/api/v1/secret-syncs/azure-entra-id-scim/{syncId}/remove-secrets	core	source	Secret Syncs	removeAzureEntraIdScimSecretSyncSecrets
POST	/api/v1/secret-syncs/azure-entra-id-scim/{syncId}/sync-secrets	core	source	Secret Syncs	syncAzureEntraIdScimSecretSync
GET	/api/v1/secret-syncs/azure-key-vault	core	source	Secret Syncs	listAzureKeyVaultSecretSyncs
POST	/api/v1/secret-syncs/azure-key-vault	core	source	Secret Syncs	createAzureKeyVaultSecretSync
GET	/api/v1/secret-syncs/azure-key-vault/sync-name/{syncName}	core	source	Secret Syncs	getAzureKeyVaultSecretSyncByName
GET	/api/v1/secret-syncs/azure-key-vault/{syncId}	core	source	Secret Syncs	getAzureKeyVaultSecretSync
PATCH	/api/v1/secret-syncs/azure-key-vault/{syncId}	core	source	Secret Syncs	updateAzureKeyVaultSecretSync
DELETE	/api/v1/secret-syncs/azure-key-vault/{syncId}	core	source	Secret Syncs	deleteAzureKeyVaultSecretSync
POST	/api/v1/secret-syncs/azure-key-vault/{syncId}/import-secrets	core	source	Secret Syncs	importAzureKeyVaultSecretSyncSecrets
POST	/api/v1/secret-syncs/azure-key-vault/{syncId}/remove-secrets	core	source	Secret Syncs	removeAzureKeyVaultSecretSyncSecrets
POST	/api/v1/secret-syncs/azure-key-vault/{syncId}/sync-secrets	core	source	Secret Syncs	syncAzureKeyVaultSecretSync
GET	/api/v1/secret-syncs/bitbucket	core	source	Secret Syncs	listBitbucketSecretSyncs
