method	path	tree	basis	tags	operationId
GET	/api/v1/secret-syncs/qovery/sync-name/{syncName}	core	source	Secret Syncs	getQoverySecretSyncByName
GET	/api/v1/secret-syncs/qovery/{syncId}	core	source	Secret Syncs	getQoverySecretSync
PATCH	/api/v1/secret-syncs/qovery/{syncId}	core	source	Secret Syncs	updateQoverySecretSync
DELETE	/api/v1/secret-syncs/qovery/{syncId}	core	source	Secret Syncs	deleteQoverySecretSync
POST	/api/v1/secret-syncs/qovery/{syncId}/import-secrets	core	source	Secret Syncs	importQoverySecretSyncSecrets
POST	/api/v1/secret-syncs/qovery/{syncId}/remove-secrets	core	source	Secret Syncs	removeQoverySecretSyncSecrets
POST	/api/v1/secret-syncs/qovery/{syncId}/sync-secrets	core	source	Secret Syncs	syncQoverySecretSync
GET	/api/v1/secret-syncs/railway	core	source	Secret Syncs	listRailwaySecretSyncs
POST	/api/v1/secret-syncs/railway	core	source	Secret Syncs	createRailwaySecretSync
GET	/api/v1/secret-syncs/railway/sync-name/{syncName}	core	source	Secret Syncs	getRailwaySecretSyncByName
GET	/api/v1/secret-syncs/railway/{syncId}	core	source	Secret Syncs	getRailwaySecretSync
PATCH	/api/v1/secret-syncs/railway/{syncId}	core	source	Secret Syncs	updateRailwaySecretSync
DELETE	/api/v1/secret-syncs/railway/{syncId}	core	source	Secret Syncs	deleteRailwaySecretSync
POST	/api/v1/secret-syncs/railway/{syncId}/import-secrets	core	source	Secret Syncs	importRailwaySecretSyncSecrets
POST	/api/v1/secret-syncs/railway/{syncId}/remove-secrets	core	source	Secret Syncs	removeRailwaySecretSyncSecrets
POST	/api/v1/secret-syncs/railway/{syncId}/sync-secrets	core	source	Secret Syncs	syncRailwaySecretSync
GET	/api/v1/secret-syncs/render	core	source	Secret Syncs	listRenderSecretSyncs
POST	/api/v1/secret-syncs/render	core	source	Secret Syncs	createRenderSecretSync
GET	/api/v1/secret-syncs/render/sync-name/{syncName}	core	source	Secret Syncs	getRenderSecretSyncByName
GET	/api/v1/secret-syncs/render/{syncId}	core	source	Secret Syncs	getRenderSecretSync
PATCH	/api/v1/secret-syncs/render/{syncId}	core	source	Secret Syncs	updateRenderSecretSync
DELETE	/api/v1/secret-syncs/render/{syncId}	core	source	Secret Syncs	deleteRenderSecretSync
POST	/api/v1/secret-syncs/render/{syncId}/import-secrets	core	source	Secret Syncs	importRenderSecretSyncSecrets
POST	/api/v1/secret-syncs/render/{syncId}/remove-secrets	core	source	Secret Syncs	removeRenderSecretSyncSecrets
POST	/api/v1/secret-syncs/render/{syncId}/sync-secrets	core	source	Secret Syncs	syncRenderSecretSync
GET	/api/v1/secret-syncs/rundeck	core	source	Secret Syncs	listRundeckSecretSyncs
POST	/api/v1/secret-syncs/rundeck	core	source	Secret Syncs	createRundeckSecretSync
GET	/api/v1/secret-syncs/rundeck/sync-name/{syncName}	core	source	Secret Syncs	getRundeckSecretSyncByName
GET	/api/v1/secret-syncs/rundeck/{syncId}	core	source	Secret Syncs	getRundeckSecretSync
PATCH	/api/v1/secret-syncs/rundeck/{syncId}	core	source	Secret Syncs	updateRundeckSecretSync
DELETE	/api/v1/secret-syncs/rundeck/{syncId}	core	source	Secret Syncs	deleteRundeckSecretSync
POST	/api/v1/secret-syncs/rundeck/{syncId}/import-secrets	core	source	Secret Syncs	importRundeckSecretSyncSecrets
POST	/api/v1/secret-syncs/rundeck/{syncId}/remove-secrets	core	source	Secret Syncs	removeRundeckSecretSyncSecrets
POST	/api/v1/secret-syncs/rundeck/{syncId}/sync-secrets	core	source	Secret Syncs	syncRundeckSecretSync
GET	/api/v1/secret-syncs/snowflake	core	source	Secret Syncs	listSnowflakeSecretSyncs
POST	/api/v1/secret-syncs/snowflake	core	source	Secret Syncs	createSnowflakeSecretSync
GET	/api/v1/secret-syncs/snowflake/sync-name/{syncName}	core	source	Secret Syncs	getSnowflakeSecretSyncByName
GET	/api/v1/secret-syncs/snowflake/{syncId}	core	source	Secret Syncs	getSnowflakeSecretSync
PATCH	/api/v1/secret-syncs/snowflake/{syncId}	core	source	Secret Syncs	updateSnowflakeSecretSync
DELETE	/api/v1/secret-syncs/snowflake/{syncId}	core	source	Secret Syncs	deleteSnowflakeSecretSync
POST	/api/v1/secret-syncs/snowflake/{syncId}/import-secrets	core	source	Secret Syncs	importSnowflakeSecretSyncSecrets
POST	/api/v1/secret-syncs/snowflake/{syncId}/remove-secrets	core	source	Secret Syncs	removeSnowflakeSecretSyncSecrets
POST	/api/v1/secret-syncs/snowflake/{syncId}/sync-secrets	core	source	Secret Syncs	syncSnowflakeSecretSync
GET	/api/v1/secret-syncs/spacelift	core	source	Secret Syncs	listSpaceliftSecretSyncs
POST	/api/v1/secret-syncs/spacelift	core	source	Secret Syncs	createSpaceliftSecretSync
GET	/api/v1/secret-syncs/spacelift/sync-name/{syncName}	core	source	Secret Syncs	getSpaceliftSecretSyncByName
GET	/api/v1/secret-syncs/spacelift/{syncId}	core	source	Secret Syncs	getSpaceliftSecretSync
PATCH	/api/v1/secret-syncs/spacelift/{syncId}	core	source	Secret Syncs	updateSpaceliftSecretSync
DELETE	/api/v1/secret-syncs/spacelift/{syncId}	core	source	Secret Syncs	deleteSpaceliftSecretSync
POST	/api/v1/secret-syncs/spacelift/{syncId}/import-secrets	core	source	Secret Syncs	importSpaceliftSecretSyncSecrets
POST	/api/v1/secret-syncs/spacelift/{syncId}/remove-secrets	core	source	Secret Syncs	removeSpaceliftSecretSyncSecrets
POST	/api/v1/secret-syncs/spacelift/{syncId}/sync-secrets	core	source	Secret Syncs	syncSpaceliftSecretSync
GET	/api/v1/secret-syncs/supabase	core	source	Secret Syncs	listSupabaseSecretSyncs
POST	/api/v1/secret-syncs/supabase	core	source	Secret Syncs	createSupabaseSecretSync
GET	/api/v1/secret-syncs/supabase/sync-name/{syncName}	core	source	Secret Syncs	getSupabaseSecretSyncByName
GET	/api/v1/secret-syncs/supabase/{syncId}	core	source	Secret Syncs	getSupabaseSecretSync
PATCH	/api/v1/secret-syncs/supabase/{syncId}	core	source	Secret Syncs	updateSupabaseSecretSync
DELETE	/api/v1/secret-syncs/supabase/{syncId}	core	source	Secret Syncs	deleteSupabaseSecretSync
POST	/api/v1/secret-syncs/supabase/{syncId}/import-secrets	core	source	Secret Syncs	importSupabaseSecretSyncSecrets
POST	/api/v1/secret-syncs/supabase/{syncId}/remove-secrets	core	source	Secret Syncs	removeSupabaseSecretSyncSecrets
POST	/api/v1/secret-syncs/supabase/{syncId}/sync-secrets	core	source	Secret Syncs	syncSupabaseSecretSync
GET	/api/v1/secret-syncs/teamcity	core	source	Secret Syncs	listTeamcitySecretSyncs
POST	/api/v1/secret-syncs/teamcity	core	source	Secret Syncs	createTeamcitySecretSync
GET	/api/v1/secret-syncs/teamcity/sync-name/{syncName}	core	source	Secret Syncs	getTeamcitySecretSyncByName
GET	/api/v1/secret-syncs/teamcity/{syncId}	core	source	Secret Syncs	getTeamcitySecretSync
PATCH	/api/v1/secret-syncs/teamcity/{syncId}	core	source	Secret Syncs	updateTeamcitySecretSync
DELETE	/api/v1/secret-syncs/teamcity/{syncId}	core	source	Secret Syncs	deleteTeamcitySecretSync
POST	/api/v1/secret-syncs/teamcity/{syncId}/import-secrets	core	source	Secret Syncs	importTeamcitySecretSyncSecrets
POST	/api/v1/secret-syncs/teamcity/{syncId}/remove-secrets	core	source	Secret Syncs	removeTeamcitySecretSyncSecrets
POST	/api/v1/secret-syncs/teamcity/{syncId}/sync-secrets	core	source	Secret Syncs	syncTeamcitySecretSync
GET	/api/v1/secret-syncs/terraform-cloud	core	source	Secret Syncs	listTerraformCloudSecretSyncs
POST	/api/v1/secret-syncs/terraform-cloud	core	source	Secret Syncs	createTerraformCloudSecretSync
GET	/api/v1/secret-syncs/terraform-cloud/sync-name/{syncName}	core	source	Secret Syncs	getTerraformCloudSecretSyncByName
GET	/api/v1/secret-syncs/terraform-cloud/{syncId}	core	source	Secret Syncs	getTerraformCloudSecretSync
PATCH	/api/v1/secret-syncs/terraform-cloud/{syncId}	core	source	Secret Syncs	updateTerraformCloudSecretSync
DELETE	/api/v1/secret-syncs/terraform-cloud/{syncId}	core	source	Secret Syncs	deleteTerraformCloudSecretSync
POST	/api/v1/secret-syncs/terraform-cloud/{syncId}/import-secrets	core	source	Secret Syncs	importTerraformCloudSecretSyncSecrets
POST	/api/v1/secret-syncs/terraform-cloud/{syncId}/remove-secrets	core	source	Secret Syncs	removeTerraformCloudSecretSyncSecrets
POST	/api/v1/secret-syncs/terraform-cloud/{syncId}/sync-secrets	core	source	Secret Syncs	syncTerraformCloudSecretSync
GET	/api/v1/secret-syncs/travis-ci	core	source	Secret Syncs	listTravisCISecretSyncs
POST	/api/v1/secret-syncs/travis-ci	core	source	Secret Syncs	createTravisCISecretSync
GET	/api/v1/secret-syncs/travis-ci/sync-name/{syncName}	core	source	Secret Syncs	getTravisCISecretSyncByName
GET	/api/v1/secret-syncs/travis-ci/{syncId}	core	source	Secret Syncs	getTravisCISecretSync
PATCH	/api/v1/secret-syncs/travis-ci/{syncId}	core	source	Secret Syncs	updateTravisCISecretSync
DELETE	/api/v1/secret-syncs/travis-ci/{syncId}	core	source	Secret Syncs	deleteTravisCISecretSync
POST	/api/v1/secret-syncs/travis-ci/{syncId}/import-secrets	core	source	Secret Syncs	importTravisCISecretSyncSecrets
POST	/api/v1/secret-syncs/travis-ci/{syncId}/remove-secrets	core	source	Secret Syncs	removeTravisCISecretSyncSecrets
POST	/api/v1/secret-syncs/travis-ci/{syncId}/sync-secrets	core	source	Secret Syncs	syncTravisCISecretSync
GET	/api/v1/secret-syncs/trigger-dev	core	source	Secret Syncs	listTriggerDevSecretSyncs
POST	/api/v1/secret-syncs/trigger-dev	core	source	Secret Syncs	createTriggerDevSecretSync
GET	/api/v1/secret-syncs/trigger-dev/sync-name/{syncName}	core	source	Secret Syncs	getTriggerDevSecretSyncByName
GET	/api/v1/secret-syncs/trigger-dev/{syncId}	core	source	Secret Syncs	getTriggerDevSecretSync
PATCH	/api/v1/secret-syncs/trigger-dev/{syncId}	core	source	Secret Syncs	updateTriggerDevSecretSync
DELETE	/api/v1/secret-syncs/trigger-dev/{syncId}	core	source	Secret Syncs	deleteTriggerDevSecretSync
POST	/api/v1/secret-syncs/trigger-dev/{syncId}/import-secrets	core	source	Secret Syncs	importTriggerDevSecretSyncSecrets
POST	/api/v1/secret-syncs/trigger-dev/{syncId}/remove-secrets	core	source	Secret Syncs	removeTriggerDevSecretSyncSecrets
POST	/api/v1/secret-syncs/trigger-dev/{syncId}/sync-secrets	core	source	Secret Syncs	syncTriggerDevSecretSync
GET	/api/v1/secret-syncs/vercel	core	source	Secret Syncs	listVercelSecretSyncs
POST	/api/v1/secret-syncs/vercel	core	source	Secret Syncs	createVercelSecretSync
GET	/api/v1/secret-syncs/vercel/sync-name/{syncName}	core	source	Secret Syncs	getVercelSecretSyncByName
GET	/api/v1/secret-syncs/vercel/{syncId}	core	source	Secret Syncs	getVercelSecretSync
PATCH	/api/v1/secret-syncs/vercel/{syncId}	core	source	Secret Syncs	updateVercelSecretSync
DELETE	/api/v1/secret-syncs/vercel/{syncId}	core	source	Secret Syncs	deleteVercelSecretSync
POST	/api/v1/secret-syncs/vercel/{syncId}/import-secrets	core	source	Secret Syncs	importVercelSecretSyncSecrets
POST	/api/v1/secret-syncs/vercel/{syncId}/remove-secrets	core	source	Secret Syncs	removeVercelSecretSyncSecrets
POST	/api/v1/secret-syncs/vercel/{syncId}/sync-secrets	core	source	Secret Syncs	syncVercelSecretSync
GET	/api/v1/secret-syncs/windmill	core	source	Secret Syncs	listWindmillSecretSyncs
POST	/api/v1/secret-syncs/windmill	core	source	Secret Syncs	createWindmillSecretSync
GET	/api/v1/secret-syncs/windmill/sync-name/{syncName}	core	source	Secret Syncs	getWindmillSecretSyncByName
GET	/api/v1/secret-syncs/windmill/{syncId}	core	source	Secret Syncs	getWindmillSecretSync
PATCH	/api/v1/secret-syncs/windmill/{syncId}	core	source	Secret Syncs	updateWindmillSecretSync
DELETE	/api/v1/secret-syncs/windmill/{syncId}	core	source	Secret Syncs	deleteWindmillSecretSync
POST	/api/v1/secret-syncs/windmill/{syncId}/import-secrets	core	source	Secret Syncs	importWindmillSecretSyncSecrets
POST	/api/v1/secret-syncs/windmill/{syncId}/remove-secrets	core	source	Secret Syncs	removeWindmillSecretSyncSecrets
POST	/api/v1/secret-syncs/windmill/{syncId}/sync-secrets	core	source	Secret Syncs	syncWindmillSecretSync
GET	/api/v1/secret-syncs/zabbix	core	source	Secret Syncs	listZabbixSecretSyncs
POST	/api/v1/secret-syncs/zabbix	core	source	Secret Syncs	createZabbixSecretSync
GET	/api/v1/secret-syncs/zabbix/sync-name/{syncName}	core	source	Secret Syncs	getZabbixSecretSyncByName
GET	/api/v1/secret-syncs/zabbix/{syncId}	core	source	Secret Syncs	getZabbixSecretSync
PATCH	/api/v1/secret-syncs/zabbix/{syncId}	core	source	Secret Syncs	updateZabbixSecretSync
DELETE	/api/v1/secret-syncs/zabbix/{syncId}	core	source	Secret Syncs	deleteZabbixSecretSync
POST	/api/v1/secret-syncs/zabbix/{syncId}/import-secrets	core	source	Secret Syncs	importZabbixSecretSyncSecrets
POST	/api/v1/secret-syncs/zabbix/{syncId}/remove-secrets	core	source	Secret Syncs	removeZabbixSecretSyncSecrets
POST	/api/v1/secret-syncs/zabbix/{syncId}/sync-secrets	core	source	Secret Syncs	syncZabbixSecretSync
GET	/api/v1/shared-secrets	core	source	Secret Sharing	listSharedSecrets
POST	/api/v1/shared-secrets	core	source	Secret Sharing	createSharedSecret
GET	/api/v1/shared-secrets/{id}	core	source	Secret Sharing	getSharedSecretById
DELETE	/api/v1/shared-secrets/{id}	core	source	Secret Sharing	deleteSharedSecret
POST	/api/v1/shared-secrets/{id}/access	core	source	Secret Sharing	accessSharedSecret
GET	/api/v1/sso/config	ee	source	SAML SSO	
POST	/api/v1/sso/config	ee	source	SAML SSO	
PATCH	/api/v1/sso/config	ee	source	SAML SSO	
GET	/api/v1/sso/oidc/config	ee	source	OIDC SSO	
PATCH	/api/v1/sso/oidc/config	ee	source	OIDC SSO	
POST	/api/v1/sso/oidc/config	ee	source	OIDC SSO	
POST	/api/v1/sub-organizations	ee	source	Sub Organizations	createSubOrganization
GET	/api/v1/sub-organizations	ee	source	Sub Organizations	listSubOrganizations
PATCH	/api/v1/sub-organizations/{subOrgId}	ee	source	Sub Organizations	updateSubOrganization
DELETE	/api/v1/sub-organizations/{subOrgId}	ee	source	Sub Organizations	deleteSubOrganization
POST	/api/v1/sub-organizations/{subOrgId}/memberships	ee	source	Sub Organizations	createSubOrganizationMembership
GET	/api/v1/workspace/environments/{envId}	core	source	Environments	
GET	/api/v1/workspace/{projectId}/tags	core	source	Folders	
POST	/api/v1/workspace/{projectId}/tags	core	source	Folders	
GET	/api/v1/workspace/{projectId}/tags/slug/{tagSlug}	core	source	Folders	
GET	/api/v1/workspace/{projectId}/tags/{tagId}	core	source	Folders	
PATCH	/api/v1/workspace/{projectId}/tags/{tagId}	core	source	Folders	
DELETE	/api/v1/workspace/{projectId}/tags/{tagId}	core	source	Folders	
GET	/api/v1/workspace/{workspaceId}	core	source	Projects	
DELETE	/api/v1/workspace/{workspaceId}	core	source	Projects	
PATCH	/api/v1/workspace/{workspaceId}	core	source	Projects	
GET	/api/v1/workspace/{workspaceId}/authorizations	core	source	Integrations	
POST	/api/v1/workspace/{workspaceId}/environments	core	source	Environments	
GET	/api/v1/workspace/{workspaceId}/environments/{envId}	core	source	Environments	
PATCH	/api/v1/workspace/{workspaceId}/environments/{id}	core	source	Environments	
DELETE	/api/v1/workspace/{workspaceId}/environments/{id}	core	source	Environments	
GET	/api/v1/workspace/{workspaceId}/integrations	core	source	Integrations	
GET	/api/v1/workspace/{workspaceId}/memberships	core	source	Project Users	
POST	/api/v1/workspace/{workspaceId}/memberships/details	core	source	Project Users	
PATCH	/api/v1/workspace/{workspaceId}/memberships/{membershipId}	core	source	Project Users	
POST	/api/v2/folders	core	source	Folders	createSecretFolder
GET	/api/v2/folders	core	source	Folders	listSecretFolders
PATCH	/api/v2/folders/batch	core	source	Folders	updateSecretFoldersBatch
POST	/api/v2/folders/move	core	source	Folders	moveSecretFolder
DELETE	/api/v2/folders/{folderIdOrName}	core	source	Folders	deleteSecretFolder
PATCH	/api/v2/folders/{folderId}	core	source	Folders	updateSecretFolder
GET	/api/v2/folders/{id}	core	source	Folders	getSecretFolderById
POST	/api/v2/identities/search	core	source	Identities	searchMachineIdentitiesV2
POST	/api/v2/identities/search/count	core	source	Identities	countMachineIdentitiesV2
POST	/api/v2/identity-project-additional-privilege	ee	source	Identity Specific Privileges V2	createIdentityProjectAdditionalPrivilege
GET	/api/v2/identity-project-additional-privilege	ee	source	Identity Specific Privileges V2	listIdentityProjectAdditionalPrivileges
GET	/api/v2/identity-project-additional-privilege/slug/{privilegeSlug}	ee	source	Identity Specific Privileges V2	getIdentityProjectAdditionalPrivilegeBySlug
PATCH	/api/v2/identity-project-additional-privilege/{id}	ee	source	Identity Specific Privileges V2	updateIdentityProjectAdditionalPrivilege
DELETE	/api/v2/identity-project-additional-privilege/{id}	ee	source	Identity Specific Privileges V2	deleteIdentityProjectAdditionalPrivilege
GET	/api/v2/identity-project-additional-privilege/{id}	ee	source	Identity Specific Privileges V2	getIdentityProjectAdditionalPrivilege
GET	/api/v2/organizations/{orgId}/identity-memberships	core	source	Organizations	listOrgIdentityMemberships
GET	/api/v2/organizations/{organizationId}/memberships	core	source	Organizations	listOrgMemberships
DELETE	/api/v2/organizations/{organizationId}/memberships	core	source	Organizations	bulkDeleteOrgMemberships
PATCH	/api/v2/organizations/{organizationId}/memberships/{membershipId}	core	source	Organizations	updateOrgMembership
DELETE	/api/v2/organizations/{organizationId}/memberships/{membershipId}	core	source	Organizations	deleteOrgMembership
GET	/api/v2/organizations/{organizationId}/workspaces	core	source	Organizations	listOrgProjects
GET	/api/v2/pki/ca	core	source	PKI Certificate Authorities	listCertificateAuthoritiesV2
POST	/api/v2/pki/certificate-templates	core	source	PKI Certificate Templates	createPkiTemplate
GET	/api/v2/pki/certificate-templates	core	source	PKI Certificate Templates	listPkiTemplates
PATCH	/api/v2/pki/certificate-templates/{templateName}	core	source	PKI Certificate Templates	updatePkiTemplate
DELETE	/api/v2/pki/certificate-templates/{templateName}	core	source	PKI Certificate Templates	deletePkiTemplate
GET	/api/v2/pki/certificate-templates/{templateName}	core	source	PKI Certificate Templates	getPkiTemplate
POST	/api/v2/pki/certificate-templates/{templateName}/issue-certificate	core	source	PKI Certificate Templates	issueCertificateFromTemplate
POST	/api/v2/pki/certificate-templates/{templateName}/sign-certificate	core	source	PKI Certificate Templates	signCertificateFromTemplate
POST	/api/v2/secret-imports	core	source	Secret Imports	createSecretImport
GET	/api/v2/secret-imports	core	source	Secret Imports	listSecretImports
GET	/api/v2/secret-imports/secrets	core	source	Secret Imports	getRawSecretsFromImports
PATCH	/api/v2/secret-imports/{secretImportId}	core	source	Secret Imports	updateSecretImport
DELETE	/api/v2/secret-imports/{secretImportId}	core	source	Secret Imports	deleteSecretImport
GET	/api/v2/secret-imports/{secretImportId}	core	source	Secret Imports	getSecretImport
GET	/api/v2/secret-rotations	ee	source	Secret Rotations	listSecretRotations
GET	/api/v2/secret-rotations/auth0-client-secret	ee	source	Secret Rotations	listAuth0ClientSecretRotations
POST	/api/v2/secret-rotations/auth0-client-secret	ee	source	Secret Rotations	createAuth0ClientSecretRotation
GET	/api/v2/secret-rotations/auth0-client-secret/rotation-name/{rotationName}	ee	source	Secret Rotations	getAuth0ClientSecretRotationByName
GET	/api/v2/secret-rotations/auth0-client-secret/{rotationId}	ee	source	Secret Rotations	getAuth0ClientSecretRotation
PATCH	/api/v2/secret-rotations/auth0-client-secret/{rotationId}	ee	source	Secret Rotations	updateAuth0ClientSecretRotation
DELETE	/api/v2/secret-rotations/auth0-client-secret/{rotationId}	ee	source	Secret Rotations	deleteAuth0ClientSecretRotation
POST	/api/v2/secret-rotations/auth0-client-secret/{rotationId}/check-credentials	ee	source	Secret Rotations	checkAuth0ClientSecretRotationCredentials
GET	/api/v2/secret-rotations/auth0-client-secret/{rotationId}/generated-credentials	ee	source	Secret Rotations	getAuth0ClientSecretRotationGeneratedCredentials
POST	/api/v2/secret-rotations/auth0-client-secret/{rotationId}/move	ee	source	Secret Rotations	moveAuth0ClientSecretRotation
POST	/api/v2/secret-rotations/auth0-client-secret/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateAuth0ClientSecretRotation
GET	/api/v2/secret-rotations/aws-iam-user-secret	ee	source	Secret Rotations	listAWSIAMUserSecretRotations
POST	/api/v2/secret-rotations/aws-iam-user-secret	ee	source	Secret Rotations	createAWSIAMUserSecretRotation
GET	/api/v2/secret-rotations/aws-iam-user-secret/rotation-name/{rotationName}	ee	source	Secret Rotations	getAWSIAMUserSecretRotationByName
GET	/api/v2/secret-rotations/aws-iam-user-secret/{rotationId}	ee	source	Secret Rotations	getAWSIAMUserSecretRotation
PATCH	/api/v2/secret-rotations/aws-iam-user-secret/{rotationId}	ee	source	Secret Rotations	updateAWSIAMUserSecretRotation
DELETE	/api/v2/secret-rotations/aws-iam-user-secret/{rotationId}	ee	source	Secret Rotations	deleteAWSIAMUserSecretRotation
POST	/api/v2/secret-rotations/aws-iam-user-secret/{rotationId}/check-credentials	ee	source	Secret Rotations	checkAWSIAMUserSecretRotationCredentials
GET	/api/v2/secret-rotations/aws-iam-user-secret/{rotationId}/generated-credentials	ee	source	Secret Rotations	getAWSIAMUserSecretRotationGeneratedCredentials
POST	/api/v2/secret-rotations/aws-iam-user-secret/{rotationId}/move	ee	source	Secret Rotations	moveAWSIAMUserSecretRotation
POST	/api/v2/secret-rotations/aws-iam-user-secret/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateAWSIAMUserSecretRotation
GET	/api/v2/secret-rotations/azure-client-secret	ee	source	Secret Rotations	listAzureClientSecretRotations
POST	/api/v2/secret-rotations/azure-client-secret	ee	source	Secret Rotations	createAzureClientSecretRotation
GET	/api/v2/secret-rotations/azure-client-secret/rotation-name/{rotationName}	ee	source	Secret Rotations	getAzureClientSecretRotationByName
GET	/api/v2/secret-rotations/azure-client-secret/{rotationId}	ee	source	Secret Rotations	getAzureClientSecretRotation
PATCH	/api/v2/secret-rotations/azure-client-secret/{rotationId}	ee	source	Secret Rotations	updateAzureClientSecretRotation
DELETE	/api/v2/secret-rotations/azure-client-secret/{rotationId}	ee	source	Secret Rotations	deleteAzureClientSecretRotation
POST	/api/v2/secret-rotations/azure-client-secret/{rotationId}/check-credentials	ee	source	Secret Rotations	checkAzureClientSecretRotationCredentials
GET	/api/v2/secret-rotations/azure-client-secret/{rotationId}/generated-credentials	ee	source	Secret Rotations	getAzureClientSecretRotationGeneratedCredentials
POST	/api/v2/secret-rotations/azure-client-secret/{rotationId}/move	ee	source	Secret Rotations	moveAzureClientSecretRotation
POST	/api/v2/secret-rotations/azure-client-secret/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateAzureClientSecretRotation
GET	/api/v2/secret-rotations/cloudflare-api-token	ee	source	Secret Rotations	listCloudflareAPITokenRotations
POST	/api/v2/secret-rotations/cloudflare-api-token	ee	source	Secret Rotations	createCloudflareAPITokenRotation
GET	/api/v2/secret-rotations/cloudflare-api-token/rotation-name/{rotationName}	ee	source	Secret Rotations	getCloudflareAPITokenRotationByName
GET	/api/v2/secret-rotations/cloudflare-api-token/{rotationId}	ee	source	Secret Rotations	getCloudflareAPITokenRotation
PATCH	/api/v2/secret-rotations/cloudflare-api-token/{rotationId}	ee	source	Secret Rotations	updateCloudflareAPITokenRotation
DELETE	/api/v2/secret-rotations/cloudflare-api-token/{rotationId}	ee	source	Secret Rotations	deleteCloudflareAPITokenRotation
POST	/api/v2/secret-rotations/cloudflare-api-token/{rotationId}/check-credentials	ee	source	Secret Rotations	checkCloudflareAPITokenRotationCredentials
GET	/api/v2/secret-rotations/cloudflare-api-token/{rotationId}/generated-credentials	ee	source	Secret Rotations	getCloudflareAPITokenRotationGeneratedCredentials
POST	/api/v2/secret-rotations/cloudflare-api-token/{rotationId}/move	ee	source	Secret Rotations	moveCloudflareAPITokenRotation
POST	/api/v2/secret-rotations/cloudflare-api-token/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateCloudflareAPITokenRotation
GET	/api/v2/secret-rotations/cloudflare-r2-access-key	ee	source	Secret Rotations	listCloudflareR2AccessKeyRotations
POST	/api/v2/secret-rotations/cloudflare-r2-access-key	ee	source	Secret Rotations	createCloudflareR2AccessKeyRotation
GET	/api/v2/secret-rotations/cloudflare-r2-access-key/rotation-name/{rotationName}	ee	source	Secret Rotations	getCloudflareR2AccessKeyRotationByName
GET	/api/v2/secret-rotations/cloudflare-r2-access-key/{rotationId}	ee	source	Secret Rotations	getCloudflareR2AccessKeyRotation
PATCH	/api/v2/secret-rotations/cloudflare-r2-access-key/{rotationId}	ee	source	Secret Rotations	updateCloudflareR2AccessKeyRotation
DELETE	/api/v2/secret-rotations/cloudflare-r2-access-key/{rotationId}	ee	source	Secret Rotations	deleteCloudflareR2AccessKeyRotation
POST	/api/v2/secret-rotations/cloudflare-r2-access-key/{rotationId}/check-credentials	ee	source	Secret Rotations	checkCloudflareR2AccessKeyRotationCredentials
GET	/api/v2/secret-rotations/cloudflare-r2-access-key/{rotationId}/generated-credentials	ee	source	Secret Rotations	getCloudflareR2AccessKeyRotationGeneratedCredentials
POST	/api/v2/secret-rotations/cloudflare-r2-access-key/{rotationId}/move	ee	source	Secret Rotations	moveCloudflareR2AccessKeyRotation
POST	/api/v2/secret-rotations/cloudflare-r2-access-key/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateCloudflareR2AccessKeyRotation
GET	/api/v2/secret-rotations/convex-access-key	ee	source	Secret Rotations	listConvexAccessKeyRotations
POST	/api/v2/secret-rotations/convex-access-key	ee	source	Secret Rotations	createConvexAccessKeyRotation
GET	/api/v2/secret-rotations/convex-access-key/rotation-name/{rotationName}	ee	source	Secret Rotations	getConvexAccessKeyRotationByName
GET	/api/v2/secret-rotations/convex-access-key/{rotationId}	ee	source	Secret Rotations	getConvexAccessKeyRotation
PATCH	/api/v2/secret-rotations/convex-access-key/{rotationId}	ee	source	Secret Rotations	updateConvexAccessKeyRotation
DELETE	/api/v2/secret-rotations/convex-access-key/{rotationId}	ee	source	Secret Rotations	deleteConvexAccessKeyRotation
POST	/api/v2/secret-rotations/convex-access-key/{rotationId}/check-credentials	ee	source	Secret Rotations	checkConvexAccessKeyRotationCredentials
GET	/api/v2/secret-rotations/convex-access-key/{rotationId}/generated-credentials	ee	source	Secret Rotations	getConvexAccessKeyRotationGeneratedCredentials
POST	/api/v2/secret-rotations/convex-access-key/{rotationId}/move	ee	source	Secret Rotations	moveConvexAccessKeyRotation
POST	/api/v2/secret-rotations/convex-access-key/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateConvexAccessKeyRotation
GET	/api/v2/secret-rotations/databricks-service-principal-secret	ee	source	Secret Rotations	listDatabricksServicePrincipalSecretRotations
POST	/api/v2/secret-rotations/databricks-service-principal-secret	ee	source	Secret Rotations	createDatabricksServicePrincipalSecretRotation
GET	/api/v2/secret-rotations/databricks-service-principal-secret/rotation-name/{rotationName}	ee	source	Secret Rotations	getDatabricksServicePrincipalSecretRotationByName
GET	/api/v2/secret-rotations/databricks-service-principal-secret/{rotationId}	ee	source	Secret Rotations	getDatabricksServicePrincipalSecretRotation
PATCH	/api/v2/secret-rotations/databricks-service-principal-secret/{rotationId}	ee	source	Secret Rotations	updateDatabricksServicePrincipalSecretRotation
